-0.256978,-3.78479,-0.0349966,0.0936567,-1.57079,3.04794
-0.880275,-3.65044,-0.0349974,0.189728,-1.57079,2.95187
-1.03164,-3.60328,-0.0349975,0.213657,-1.57079,2.92794
-0.348762,-3.77083,-0.0349967,0.107614,-1.57079,3.03398
-0.659189,-3.70888,-0.0349971,0.155259,-1.57079,2.98633
-0.513343,-3.74085,-0.0349969,0.13278,-1.57079,3.00881
-0.272449,-3.78257,-0.0349967,0.096006,-1.57079,3.04559
-0.73201,-3.69097,-0.0349972,0.166555,-1.57079,2.97504
-0.58113,-3.72663,-0.034997,0.143205,-1.57079,2.99839
-0.640472,-3.71327,-0.0349971,0.152363,-1.57079,2.98923
-0.949703,-3.62954,-0.0349974,0.200667,-1.57079,2.94093
-0.44818,-3.75349,-0.0349969,0.122793,-1.57079,3.0188
-0.217871,-3.79014,-0.0349966,0.0877239,-1.57079,3.05387
-0.997627,-3.6144,-0.0349975,0.208253,-1.57079,2.93334
-0.489392,-3.74562,-0.0349969,0.129106,-1.57079,3.01249
-0.723963,-3.69301,-0.0349972,0.165304,-1.57079,2.97629
-0.39233,-3.76352,-0.0349968,0.114258,-1.57079,3.02733
-0.857883,-3.65692,-0.0349973,0.186212,-1.57079,2.95538
-0.494097,-3.74469,-0.0349969,0.129827,-1.57079,3.01177
-0.778841,-3.67876,-0.0349972,0.173848,-1.57079,2.96774
-0.252801,-3.78538,-0.0349966,0.0930227,-1.57079,3.04857
-0.933408,-3.63456,-0.0349974,0.198094,-1.57079,2.9435
-0.398761,-3.7624,-0.0349968,0.11524,-1.57079,3.02635
-0.528092,-3.73785,-0.0349969,0.135045,-1.57079,3.00655
-0.668605,-3.70663,-0.0349971,0.156716,-1.57079,2.98488
-0.621996,-3.71752,-0.034997,0.149509,-1.57079,2.99208
-0.769314,-3.68129,-0.0349972,0.172363,-1.57079,2.96923
-0.566939,-3.7297,-0.034997,0.141019,-1.57079,3.00057
-0.836611,-3.66295,-0.0349973,0.182878,-1.57079,2.95871
-0.50468,-3.74259,-0.0349969,0.131451,-1.57079,3.01014
-0.259616,-3.78441,-0.0349966,0.0940571,-1.57079,3.04754
-0.96581,-3.62452,-0.0349975,0.203213,-1.57079,2.93838
-0.2217,-3.78963,-0.0349966,0.0883045,-1.57079,3.05329
-0.845115,-3.66055,-0.0349973,0.18421,-1.57079,2.95738
-0.257154,-3.78476,-0.0349966,0.0936834,-1.57079,3.04791
-0.178542,-3.79516,-0.0349966,0.0817652,-1.57079,3.05983
-0.599082,-3.72268,-0.034997,0.145972,-1.57079,2.99562
-0.496231,-3.74427,-0.0349969,0.130154,-1.57079,3.01144
-0.855492,-3.6576,-0.0349973,0.185837,-1.57079,2.95576
-0.126197,-3.8013,-0.0349965,0.0738459,-1.57079,3.06775
